query_id,baseline,query_text,llm_verdict,llm_score,llm_reason
1,FLASH_FUSION,What is the minimum MLII value recorded for record_id 101?,PASS,1.0,Candidate answer matches ground truth
1,FLASH_FUSION,What is the minimum MLII value recorded for record_id 101?,PASS,1.0,Candidate answer matches ground truth
1,FLASH_FUSION,What is the minimum MLII value recorded for record_id 101?,PASS,1.0,Candidate answer matches ground truth
2,FLASH_FUSION,What is the total recording duration in seconds (maximum time_s) for record_id 234?,PASS,1.0,Candidate answer matches ground truth
2,FLASH_FUSION,What is the total recording duration in seconds (maximum time_s) for record_id 234?,PASS,1.0,Candidate answer is factually correct.
2,FLASH_FUSION,What is the total recording duration in seconds (maximum time_s) for record_id 234?,PASS,1.0,Candidate answer is factually correct.
3,FLASH_FUSION,How many samples in record_id 106 have an MLII value greater than 0?,PASS,1.0,The candidate answer matches the ground truth.
3,FLASH_FUSION,How many samples in record_id 106 have an MLII value greater than 0?,PASS,1.0,The candidate answer matches the ground truth.
3,FLASH_FUSION,How many samples in record_id 106 have an MLII value greater than 0?,PASS,1.0,The candidate answer matches the ground truth.
4,FLASH_FUSION,What is the timestamp (time_s) of the very last annotated beat in record_id 221?,PASS,1.0,The candidate answer matches the ground truth.
4,FLASH_FUSION,What is the timestamp (time_s) of the very last annotated beat in record_id 221?,PASS,1.0,The candidate answer matches the ground truth.
4,FLASH_FUSION,What is the timestamp (time_s) of the very last annotated beat in record_id 221?,PASS,1.0,The candidate answer matches the ground truth.
5,FLASH_FUSION,Estimate the average heart rate in beats per minute for record_id 208 based on its total number of annotations and its maximum time_s.,FAIL,0.0,Candidate answer does not match ground truth due to calculation method
6,FLASH_FUSION,Which record_id exhibits the largest peak-to-peak MLII amplitude (difference between maximum and minimum MLII)?,PASS,1.0,Candidate answer matches ground truth
6,FLASH_FUSION,Which record_id exhibits the largest peak-to-peak MLII amplitude (difference between maximum and minimum MLII)?,PASS,1.0,The candidate answer matches the ground truth
6,FLASH_FUSION,Which record_id exhibits the largest peak-to-peak MLII amplitude (difference between maximum and minimum MLII)?,PASS,1.0,Candidate answer matches ground truth
7,FLASH_FUSION,"For record_id 101, which 10-second interval contains the highest number of annotated beats?",FAIL,0.0,Candidate answer does not match the ground truth interval
7,FLASH_FUSION,"For record_id 101, which 10-second interval contains the highest number of annotated beats?",PASS,1.0,The candidate answer matches the ground truth.
7,FLASH_FUSION,"For record_id 101, which 10-second interval contains the highest number of annotated beats?",FAIL,0.0,Candidate answer does not match ground truth interval
8,FLASH_FUSION,Calculate the root mean square (RMS) of the MLII signal for record_id 106.,PASS,1.0,The candidate answer matches the ground truth.
8,FLASH_FUSION,Calculate the root mean square (RMS) of the MLII signal for record_id 106.,PASS,1.0,The candidate answer matches the ground truth.
8,FLASH_FUSION,Calculate the root mean square (RMS) of the MLII signal for record_id 106.,PASS,1.0,The candidate answer matches the ground truth
12,FLASH_FUSION,Estimate the patient's blood pressure during the time of the recording for record_id 105.,FAIL,0.0,Candidate answer is factually incorrect
12,FLASH_FUSION,Estimate the patient's blood pressure during the time of the recording for record_id 105.,FAIL,0.0,Candidate answer does not match the expected rejection.
